person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,from_year,to_year
76170,1955-12-09 0:00,Houston,USA,6-3,190,12,Guard,Inactive,1977,1988
76171,1922-06-04 0:00,Washington State,USA,6-3,195,1,Forward,Inactive,1948,1948
1629048,1999-07-20 0:00,Mega Basket,Georgia,6-11,250,4,Center-Forward,Active,2019,2023
202687,1992-08-28 0:00,Baloncesto Fuenlabrada,DRC,6-8,255,12,Center,Active,2011,2023
202357,1988-05-09 0:00,                                   ,Serbia,6-9,234,8,Forward,Inactive,2015,2021
76172,1962-03-26 0:00,Indiana,USA,7-1,252,5,Center,Inactive,1985,1989
76173,1921-06-15 0:00,Kansas,USA,6-4,200,3,Forward,Inactive,1948,1951
76174,1957-11-12 0:00,St. Joseph's (PA),USA,6-5,185,1,Guard,Inactive,1980,1980
204028,1991-11-22 0:00,Kansas,USA,6-9,250,5,Forward-Center,Inactive,2014,2017
76175,1941-07-09 0:00,South Dakota State,USA,6-10,220,1,Center,Inactive,1970,1970
76180,1970-06-27 0:00,Monmouth,USA,6-6,250,1,Forward,Inactive,1992,1992
76177,1963-03-27 0:00,Wisconsin,USA,6-6,210,1,Forward,Inactive,1984,1984
1806,1968-02-25 0:00,Dartmouth,USA,6-0,190,1,Guard,Inactive,1994,1994
76179,1965-02-15 0:00,Temple,USA,6-4,170,1,Guard,Inactive,1987,1987
201971,1989-04-22 0:00,Pittsburgh,USA,6-7,270,7,Center-Forward,Inactive,2009,2015
2581,1980-02-26 0:00,Maryland,USA,6-3,172,14,Guard,Inactive,2003,2015
202392,1988-10-22 0:00,Vermont,USA,6-5,225,2,Forward,Inactive,2010,2010
1628469,1996-10-04 0:00,Louisiana State,USA,6-4,192,3,Guard,Inactive,2017,2018
200807,1983-09-08 0:00,Iowa State,USA,6-0,205,2,Guard,Inactive,2006,2006
76182,1939-11-12 0:00,Holy Cross,USA,6-1,175,1,Guard,Inactive,1961,1961
76183,1966-09-09 0:00,Texas-Austin,USA,6-4,190,3,Guard,Inactive,1990,1992
76184,1966-04-21 0:00,Louisiana State,USA,6-7,215,1,Forward,Inactive,1992,1992
101154,1986-08-22 0:00,South Kent HS (CT),USA,6-11,260,9,Center-Forward,Inactive,2005,2013
302,1967-03-20 0:00,Oklahoma,USA,NULL,NULL,13,Guard,Inactive,1989,2001
202339,1989-12-09 0:00,Kentucky,USA,6-1,214,13,Guard,Inactive,2010,2021
1629833,1995-11-24 0:00,Montana State,USA,6-4,200,3,Guard,Inactive,2020,2021
76186,1926-06-25 0:00,Arizona,USA,6-2,160,1,Guard,Inactive,1950,1950
76187,1944-04-16 0:00,Southern California,USA,6-10,207,10,Forward,Inactive,1966,1975
76188,1915-01-14 0:00,Temple,USA,6-6,190,2,Center,Inactive,1947,1948
1628417,1993-09-16 0:00,Clemson,USA,6-8,220,2,Forward,Inactive,2018,2018
916,1969-01-04 0:00,Cincinnati,USA,6-10,242,12,Forward-Center,Inactive,1993,2003
1548,1975-11-30 0:00,Pittsburgh,USA,7-0,250,10,Center-Forward,Inactive,2000,2008
203505,1992-07-17 0:00,Marquette,USA,6-5,200,3,Guard,Inactive,2013,2017
1629129,1994-11-04 0:00,Xavier,USA,6-6,198,2,Guard-Forward,Inactive,2018,2018
76189,1958-09-23 0:00,Oregon State,USA,6-4,185,1,Guard,Inactive,1981,1981
76190,1924-02-25 0:00,Temple,USA,6-0,170,4,Guard,Inactive,1949,1952
2800,1979-10-22 0:00,Cincinnati,USA,6-4,190,2,Guard,Inactive,2004,2004
76191,1933-07-08 0:00,Dayton,USA,6-4,200,7,Guard,Inactive,1958,1964
1631205,1999-11-11 0:00,Syracuse,USA,6-6,205,1,Forward,Active,2022,2023
2586,1980-05-12 0:00,Kentucky,USA,6-5,215,11,Guard-Forward,Inactive,2003,2013
202711,1989-04-18 0:00,Fenerbahce,Croatia,6-7,226,9,Forward,Active,2014,2023
177,1965-01-09 0:00,Wake Forest,USA,NULL,NULL,14,Guard,Inactive,1987,2000
101106,1984-11-28 0:00,Utah,Australia,7-0,260,15,Center,Inactive,2005,2018
1564,1973-05-29 0:00,Auburn-Montgomery,USA,NULL,NULL,4,Forward,Inactive,1997,2000
1629626,1999-11-16 0:00,Oregon,Sudan,7-2,220,4,Center-Forward,Active,2019,2023
76195,1962-10-16 0:00,Bridgeport,USA,7-6,200,10,Center,Inactive,1985,1994
1628413,1996-01-02 0:00,UCLA,Australia,6-8,225,2,Forward,Inactive,2018,2019
1629716,1998-04-17 0:00,Duke,USA,6-10,249,3,Center,Inactive,2019,2020
76196,1931-08-21 0:00,Georgetown,USA,6-5,205,1,Forward,Inactive,1953,1953
1630195,2000-09-11 0:00,NULL,Argentina,6-6,200,2,Forward,Inactive,2021,2022
76197,1931-10-29 0:00,Minnesota,USA,6-4,195,1,Guard,Inactive,1957,1957
76203,1935-07-01 0:00,Illinois,USA,6-8,220,1,Forward,Inactive,1961,1961
76198,1954-07-27 0:00,Louisville,USA,6-2,175,1,Guard,Inactive,1977,1977
1603,1969-02-01 0:00,Minnesota,USA,6-5,200,3,Guard,Inactive,1992,1994
1629648,1997-11-05 0:00,Tennessee,USA,6-2,180,2,Guard,Inactive,2019,2020
1121,1970-04-27 0:00,UNLV,USA,6-4,185,1,Guard,Inactive,1996,1996
1629067,1999-11-08 0:00,Skyliners Frankfurt,Germany,6-8,180,5,Guard,Inactive,2018,2021
76201,1942-05-31 0:00,Cincinnati,USA,6-4,192,2,Forward,Inactive,1964,1965
41,1968-06-08 0:00,St. Louis,USA,6-8,230,7,Forward,Inactive,1990,2002
2588,1980-04-05 0:00,Florida,USA,6-10,235,13,Center-Forward,Inactive,2004,2015
1626164,1996-10-30 0:00,Kentucky,USA,6-5,206,8,Guard,Active,2015,2023
202344,1987-11-25 0:00,Clemson,USA,6-8,228,8,Forward,Inactive,2010,2017
200767,1984-11-21 0:00,Connecticut,USA,6-10,240,5,Forward-Center,Inactive,2006,2009
76204,1946-09-06 0:00,Idaho State,USA,6-2,200,5,Guard,Inactive,1976,1980
1916,1976-05-07 0:00,Penn State,USA,6-11,230,11,Center,Inactive,1999,2008
1522,1974-10-09 0:00,Maryland,USA,6-6,226,2,Forward,Inactive,1997,1998
76206,1937-04-26 0:00,Kansas State,USA,6-8,215,11,Forward,Inactive,1960,1970
2430,1981-11-20 0:00,Duke,USA,6-9,258,13,Forward,Inactive,2002,2014
76207,1927-06-29 0:00,Muhlenberg,USA,6-5,200,2,Forward,Inactive,1948,1949
1953,1972-09-20 0:00,Villa Clara,Cuba,6-8,220,1,Forward,Inactive,1999,1999
76209,1924-07-25 0:00,Temple,USA,6-8,220,1,Center,Inactive,1950,1950
76210,1927-03-11 0:00,Denver,USA,6-5,210,5,Forward,Inactive,1949,1953
2547,1984-03-24 0:00,Georgia Tech,USA,6-11,235,14,Forward,Inactive,2003,2016
1630527,2001-11-28 0:00,Kentucky,USA,6-6,188,2,Guard,Active,2021,2023
76212,1956-05-18 0:00,Maryland,USA,6-8,225,1,Forward,Inactive,1979,1979
76213,1953-10-02 0:00,South Carolina,USA,6-8,220,6,Forward,Inactive,1975,1983
1628449,1993-01-11 0:00,Oregon,Saint Lucia,6-9,200,6,Forward-Center,Active,2017,2023
2257,1978-05-20 0:00,Georgetown,USA,7-0,257,4,Center,Inactive,2001,2003
1631123,1999-06-27 0:00,San Francisco,USA,6-2,180,1,Guard,Active,2022,2023
76214,1925-03-06 0:00,Western Michigan,USA,6-4,210,3,Forward,Inactive,1949,1952
1477,1971-06-14 0:00,California State-Fullerton,USA,6-7,200,14,Forward,Inactive,1996,2008
1763,1975-11-20 0:00,Iowa,USA,6-9,218,10,Forward,Inactive,1999,2009
1628968,1998-10-02 0:00,NULL,USA,6-6,190,3,Forward-Guard,Inactive,2019,2020
76217,1961-03-17 0:00,Kentucky,USA,7-1,235,10,Center,Inactive,1984,1994
1085,1973-06-11 0:00,Pennsylvania,USA,NULL,NULL,3,Forward,Inactive,1999,2001
1629065,1997-06-16 0:00,Boston College,USA,6-1,187,2,Guard,Inactive,2019,2019
671,1973-09-02 0:00,Colorado,USA,6-5,196,2,Guard,Inactive,1995,1996
76221,1954-05-21 0:00,Detroit,USA,6-1,175,1,Guard,Inactive,1978,1978
76222,1950-06-13 0:00,Oregon State,USA,6-2,180,6,Guard,Inactive,1972,1977
76223,1952-03-25 0:00,Boston University,USA,6-5,195,1,Forward,Inactive,1974,1974
1863,1976-06-02 0:00,Eastern Michigan,USA,5-5,133,14,Guard,Inactive,1998,2011
76224,1922-07-24 0:00,St. John's (NY),USA,6-9,225,2,Center,Inactive,1949,1950
76225,1957-05-17 0:00,San Francisco,USA,6-6,185,3,Guard,Inactive,1978,1980
200841,1983-03-07 0:00,UCLA,USA,6-6,207,1,Guard,Inactive,2006,2006
76226,1950-08-01 0:00,Tulsa,USA,6-1,175,3,Guard,Inactive,1972,1974
202342,1987-10-09 0:00,Iowa State,USA,6-10,230,3,Forward,Inactive,2010,2011
76227,1942-07-26 0:00,Ohio State,USA,6-8,210,2,Forward,Inactive,1964,1965
76229,1953-10-16 0:00,Texas Southern,USA,6-6,190,3,Forward,Inactive,1977,1979
202340,1990-11-26 0:00,University of Texas at Austin,USA,6-3,180,13,Guard,Inactive,2010,2021
76233,1943-07-28 0:00,Princeton,USA,6-5,205,10,Forward,Inactive,1967,1976
76230,1959-05-16 0:00,Wyoming,USA,6-5,215,3,Guard,Inactive,1981,1983
76231,1957-03-19 0:00,North Carolina,USA,6-6,195,9,Guard,Inactive,1979,1988
76232,1928-09-24 0:00,Oklahoma State,USA,6-3,175,1,Guard,Inactive,1949,1949
2214,1979-04-18 0:00,Villanova,USA,6-10,245,5,Forward,Inactive,2001,2005
762,1972-03-22 0:00,Brigham Young,USA,7-6,275,13,Center,Inactive,1993,2004
1628396,1998-01-08 0:00,North Carolina,USA,6-11,248,6,Center-Forward,Inactive,2017,2022
1361,1968-09-27 0:00,Melbourne,Australia,6-10,265,1,Center,Inactive,1996,1996
66,1970-03-24 0:00,Providence,USA,6-8,230,1,Forward,Inactive,1995,1995
1765,1976-05-15 0:00,Xavier,USA,6-8,245,3,Forward,Inactive,2003,2004
1920,1977-01-10 0:00,Arizona,USA,6-10,227,1,Center,Inactive,1999,1999
76237,1963-11-17 0:00,Maryland,USA,6-7,185,4,Forward,Inactive,1986,1989
210,1970-05-20 0:00,Oregon,USA,5-11,173,12,Guard,Inactive,1991,2002
1631103,2003-05-12 0:00,Ohio State,USA,6-4,180,1,Forward,Active,2022,2023
76238,1925-05-28 0:00,Michigan State,USA,6-6,215,5,Forward,Inactive,1949,1954
1629714,1996-06-07 0:00,College of Charleston,USA,6-5,250,3,Forward,Inactive,2019,2022
76241,1931-02-03 0:00,New York University,USA,6-1,170,1,Guard,Inactive,1952,1952
76242,1955-10-17 0:00,Stanford,USA,6-2,185,9,Guard,Inactive,1977,1985
76243,1927-09-25 0:00,Colgate,USA,6-5,180,13,Guard,Inactive,1947,1961
1631128,2001-04-17 0:00,Kansas,USA,6-6,220,1,Guard,Active,2022,2023
1629649,1999-01-08 0:00,Michigan,Canada,6-6,221,4,Forward,Inactive,2019,2021
160,1970-09-19 0:00,Wyoming,USA,6-7,215,3,Forward,Inactive,1994,1997
2452,1980-09-19 0:00,St. Bonaventure,USA,6-2,185,3,Guard,Inactive,2002,2003
76245,1936-09-23 0:00,North Carolina,USA,6-6,205,1,Forward,Inactive,1958,1958
76247,1960-10-11 0:00,Minnesota,USA,7-3,230,11,Center,Inactive,1983,1993
201147,1986-03-05 0:00,Florida,USA,6-9,188,14,Guard-Forward,Inactive,2007,2019
2249,1980-11-19 0:00,Auburn,USA,6-4,195,4,Guard,Inactive,2001,2004
76248,1951-12-03 0:00,Minnesota,USA,6-9,210,9,Forward,Inactive,1973,1981
76249,1955-09-16 0:00,Arkansas,USA,6-4,180,8,Guard,Inactive,1978,1985
200758,1985-03-20 0:00,Arkansas,USA,6-7,235,8,Forward,Inactive,2006,2013
2056,1979-10-02 0:00,Union Olimpija,Slovenia,7-1,255,9,Center,Inactive,2001,2009
76250,1923-05-01 0:00,Louisiana State,USA,6-1,180,7,Guard,Inactive,1949,1955
783,1959-08-14 0:00,Penn State,USA,6-9,240,12,Forward,Inactive,1984,1996
76252,1953-09-17 0:00,Louisville,USA,6-5,210,12,Forward,Inactive,1975,1986
1628969,1996-08-30 0:00,Villanova,USA,6-6,209,5,Guard-Forward,Active,2018,2023
1628970,1998-03-21 0:00,Michigan State,USA,6-7,225,4,Forward,Active,2018,2023
76254,1923-09-22 0:00,University of Charleston,USA,6-2,195,1,Forward,Inactive,1946,1946
1628578,1994-02-11 0:00,Connecticut,USA,6-10,230,2,Center,Inactive,2020,2020
76255,1923-12-31 0:00,Dartmouth,USA,6-4,175,1,Forward,Inactive,1946,1946
1628515,1996-04-13 0:00,Kentucky,USA,6-3,215,1,Guard,Inactive,2018,2018
76256,1947-06-15 0:00,Toledo,USA,6-5,210,3,Forward,Inactive,1972,1974
1629052,1998-06-20 0:00,Syracuse,Canada,6-7,210,4,Forward-Guard,Active,2019,2023
76257,1951-08-23 0:00,Virginia Tech,USA,6-7,210,9,Forward,Inactive,1973,1982
76258,1944-04-18 0:00,Johnson C. Smith,USA,6-4,190,1,Guard,Inactive,1967,1967
76259,1952-08-31 0:00,Michigan,USA,6-2,185,1,Guard,Inactive,1977,1977
76260,1963-06-21 0:00,South Carolina,USA,7-0,235,2,Center,Inactive,1985,1986
76261,1958-08-29 0:00,Texas A&M,USA,6-4,180,1,Guard,Inactive,1980,1980
201972,1987-03-20 0:00,Washington,USA,6-7,255,4,Forward,Inactive,2009,2011
1629151,1990-08-23 0:00,Valparaiso,Australia,6-6,215,3,Guard-Forward,Inactive,2018,2019
76262,1958-02-24 0:00,West Virginia Wesleyan,USA,6-4,185,2,Guard,Inactive,1981,1982
76263,1954-01-11 0:00,Notre Dame,USA,6-4,178,4,Guard,Inactive,1974,1977
76264,1920-05-11 0:00,West Texas A&M,USA,6-4,185,2,Forward,Inactive,1948,1949
201166,1985-01-14 0:00,Oregon,USA,6-0,161,11,Guard,Inactive,2007,2017
1629717,1998-06-05 0:00,Houston,USA,6-3,195,3,Guard,Inactive,2020,2021
1628415,1996-01-22 0:00,Oregon,Canada,6-6,225,6,Guard-Forward,Active,2017,2023
76265,1969-10-12 0:00,Louisiana-Lafayette,USA,6-6,200,3,Forward,Inactive,1991,1993
202705,1989-01-26 0:00,Providence,USA,6-5,200,5,Guard,Inactive,2011,2018
76266,1958-08-17 0:00,La Salle,USA,6-7,220,6,Forward,Inactive,1980,1987
418,1965-07-31 0:00,California-Irvine,USA,5-11,165,10,Guard,Inactive,1988,1997
1626148,1992-10-10 0:00,Stanford,USA,6-7,224,4,Forward-Guard,Inactive,2015,2017
201628,1984-09-24 0:00,Cal State-Fullerton,USA,6-2,175,4,Guard,Inactive,2008,2017
1628971,1996-08-15 0:00,Miami,USA,6-4,202,5,Guard-Forward,Active,2018,2023
76270,1923-03-14 0:00,Humboldt State,USA,6-2,175,1,Forward,Inactive,1948,1948
244,1968-11-29 0:00,Jacksonville,USA,NULL,NULL,12,Guard,Inactive,1990,2001
200793,1984-08-17 0:00,Illinois,USA,6-0,185,3,Guard,Inactive,2006,2008
201974,1987-09-08 0:00,Xavier,USA,6-8,233,4,Forward,Inactive,2009,2011
2484,1978-12-30 0:00,Texas-San Antonio,USA,6-5,210,9,Guard,Inactive,2002,2009
76272,1948-08-07 0:00,Iowa,USA,6-3,182,13,Guard,Inactive,1971,1983
1631122,2000-03-05 0:00,Michigan State,USA,NULL,NULL,0,NULL,Inactive,NULL,NULL
76273,1935-10-30 0:00,Wayne State,USA,6-6,190,1,Forward,Inactive,1957,1957
1871,1975-07-28 0:00,Pepperdine,USA,6-4,210,1,Guard,Inactive,1998,1998
76275,1923-10-02 0:00,Evansville,USA,6-0,155,1,Guard,Inactive,1946,1946
203913,1992-12-18 0:00,Missouri,USA,6-5,214,2,Guard,Inactive,2014,2014
1627759,1996-10-24 0:00,California,USA,6-6,223,7,Guard-Forward,Active,2016,2023
76276,1951-12-14 0:00,Missouri,USA,6-7,220,7,Forward,Inactive,1973,1979
1631112,2003-05-11 0:00,Baylor,USA,6-7,205,1,Guard,Active,2022,2023
2198,1982-03-10 0:00,Glynn Academy HS (GA),USA,6-11,290,13,Center,Inactive,2001,2012
76278,1919-10-12 0:00,Wyoming,USA,6-3,190,1,Forward,Inactive,1946,1946
76279,1955-02-19 0:00,UNLV,USA,6-11,225,1,Center,Inactive,1980,1980
203485,1990-08-26 0:00,North Carolina State,USA,6-5,189,5,Guard,Inactive,2013,2018
992,1974-04-03 0:00,Murray State,USA,NULL,NULL,2,NULL,Inactive,1996,2007
203900,1992-01-29 0:00,Oklahoma State,USA,6-3,190,4,Guard,Inactive,2014,2017
1479,1963-07-19 0:00,George Washington,USA,6-10,260,12,Center-Forward,Inactive,1986,1997
1629650,1999-10-13 0:00,UCLA,USA,7-2,245,4,Center,Inactive,2019,2022
76277,1969-11-03 0:00,Slippery Rock,USA,6-3,180,1,Forward,Inactive,1991,1991
136,1969-10-14 0:00,Louisiana Tech,USA,6-11,239,16,Forward-Center,Inactive,1993,2007
753,1968-05-22 0:00,New Mexico State,USA,6-2,190,13,Guard,Inactive,1991,2002
76282,1965-07-05 0:00,Idaho,USA,6-8,220,1,Forward,Inactive,1989,1989
76283,1958-08-20 0:00,Mississippi State,USA,6-10,215,5,Center,Inactive,1980,1984
200769,1985-11-29 0:00,Michigan State,USA,6-3,215,9,Guard,Inactive,2006,2014
76285,1929-06-27 0:00,South Philadelphia HS (PA),USA,6-3,200,2,Forward,Inactive,1947,1951
1628425,1995-02-10 0:00,Southern Methodist,USA,6-5,219,6,Guard-Forward,Inactive,2017,2022
2357,1979-06-03 0:00,McNeese State,USA,6-2,189,5,Guard,Inactive,2001,2004
1630535,2001-09-01 0:00,Texas,USA,6-7,206,2,Forward,Inactive,2021,2022
1629718,1997-02-02 0:00,St. Joseph's (PA),USA,6-6,199,4,Guard,Inactive,2019,2021
1630602,1998-12-04 0:00,Michigan State,USA,6-5,215,2,Forward,Inactive,2021,2021
1628972,1999-07-28 0:00,Oregon,USA,6-7,215,5,Guard-Forward,Active,2018,2023
76287,1930-01-01 0:00,Tilden Tech HS (IL),USA,6-10,235,2,Center,Inactive,1948,1949
76288,1967-11-13 0:00,DePaul,USA,6-6,210,1,Forward,Inactive,1989,1989
1628973,1996-08-31 0:00,Villanova,USA,6-2,190,5,Guard,Active,2018,2023
1594,1972-06-14 0:00,Temple,USA,6-4,190,9,Guard,Inactive,1997,2005
1627852,1993-03-02 0:00,Penarol,Argentina,6-8,195,2,Forward,Inactive,2016,2017
1629091,1995-04-19 0:00,Brigham Young,USA,6-5,210,2,Guard,Inactive,2020,2020
76289,1938-11-04 0:00,DePaul,USA,6-1,175,8,Guard,Inactive,1964,1971
76290,1954-10-19 0:00,La Salle,USA,6-10,185,8,Forward,Inactive,1975,1982
977,1978-08-23 0:00,Lower Merion HS (PA),USA,6-6,212,20,Forward-Guard,Inactive,1996,2015
95,1965-04-25 0:00,Seton Hall,USA,6-9,250,16,Forward,Inactive,1988,2002
1628418,1997-07-31 0:00,Indiana,USA,6-10,248,6,Center-Forward,Active,2017,2023
76291,1959-07-14 0:00,San Francisco,USA,7-0,245,3,Center,Inactive,1983,1985
76292,1964-08-08 0:00,Texas State,Norway,6-9,250,1,Forward,Inactive,1989,1989
1629783,1997-01-30 0:00,Murray State,USA,6-3,190,1,Guard,Inactive,2021,2021
76293,1937-08-01 0:00,Tennessee State,USA,6-7,210,2,Forward,Inactive,1961,1962
76294,1966-03-17 0:00,North Carolina,USA,6-6,215,1,Forward,Inactive,1989,1989
76295,1938-08-17 0:00,Jackson State,USA,6-9,210,2,Forward,Inactive,1961,1962
1761,1976-09-16 0:00,Clemson,USA,6-4,210,11,Guard,Inactive,1999,2008
76296,1954-08-20 0:00,Indiana,USA,6-3,190,10,Guard,Inactive,1976,1985
76297,1938-10-28 0:00,Wake Forest,USA,6-6,205,5,Forward,Inactive,1960,1964
201978,1988-05-22 0:00,Arizona,USA,6-7,209,8,Forward,Inactive,2009,2015
76298,1925-06-30 0:00,Columbia,USA,6-5,220,4,Forward,Inactive,1948,1951
146,1968-06-19 0:00,Arizona,USA,6-6,228,12,Guard-Forward,Inactive,1990,2001
672,1967-06-05 0:00,Iowa,USA,6-10,229,12,Forward,Inactive,1990,2002
203493,1991-03-16 0:00,North Carolina,USA,6-6,205,10,Guard-Forward,Active,2013,2023
76300,1956-05-15 0:00,California State-Fullerton,USA,6-6,190,1,Forward,Inactive,1978,1978
76301,1930-07-13 0:00,New York University,USA,6-0,170,1,Guard,Inactive,1952,1952
76302,1942-05-05 0:00,Michigan,USA,6-7,250,1,Center,Inactive,1965,1965
76303,1953-02-28 0:00,Utah,USA,6-2,185,2,Guard,Inactive,1976,1977
2469,1973-12-14 0:00,Auburn,Ireland,6-11,250,4,Center-Forward,Inactive,2002,2006
203504,1992-11-12 0:00,Michigan,USA,6-0,185,10,Guard,Inactive,2013,2021
76304,1958-05-22 0:00,Louisville,USA,6-5,175,1,Guard,Inactive,1981,1981
202692,1991-07-20 0:00,Colorado,USA,6-6,214,12,Guard,Active,2011,2023
2766,1980-02-25 0:00,Memphis,USA,6-0,195,2,Guard,Inactive,2004,2005
101207,1979-04-09 0:00,Minnesota,USA,6-3,205,2,Guard,Inactive,2005,2005
76305,1952-02-24 0:00,North Carolina State,USA,7-2,225,7,Center,Inactive,1974,1980
76307,1958-07-03 0:00,St. Louis,USA,6-2,180,1,Guard,Inactive,1981,1981
76308,1971-08-24 0:00,Maryland,USA,6-8,260,1,Forward,Inactive,1993,1993
76309,1945-09-21 0:00,Northwestern,USA,6-3,195,1,Guard,Inactive,1967,1967
197,1971-01-12 0:00,Connecticut,USA,6-7,218,8,Guard,Inactive,1993,2000
76311,1924-04-07 0:00,Tennessee,USA,6-5,220,2,Forward,Inactive,1950,1951
675,1973-01-18 0:00,Virginia,USA,6-8,242,1,Forward,Inactive,1995,1995
76313,1934-06-29 0:00,Kentucky,USA,6-7,228,2,Center,Inactive,1956,1957
1629126,1994-01-31 0:00,Iowa State,USA,6-4,240,3,Guard-Forward,Inactive,2018,2022
416,1968-05-26 0:00,Minnesota,USA,6-8,210,8,Forward,Inactive,1990,1998
76316,1962-11-05 0:00,Iona,USA,6-2,185,4,Guard,Inactive,1984,1992
76317,1950-08-10 0:00,Evansville,USA,6-4,190,9,Guard,Inactive,1976,1984
202221,1984-12-22 0:00,Wisconsin,USA,6-11,240,1,Center,Inactive,2009,2009
76318,1936-02-08 0:00,Pikeville,USA,6-2,200,5,Guard,Inactive,1961,1965
76319,1938-07-09 0:00,Niagara,USA,6-2,175,4,Guard,Inactive,1961,1964
2406,1980-03-13 0:00,Connecticut,USA,6-7,228,15,Forward,Inactive,2002,2015
76320,1966-03-11 0:00,Stanford,USA,6-11,240,3,Center,Inactive,1988,1990
2866,1985-03-10 0:00,Coastal Christian Academy (VA),USA,6-10,260,4,Center,Inactive,2004,2006
1630215,2000-08-25 0:00,Baylor,USA,6-3,193,2,Guard,Active,2021,2023
202710,1989-09-14 0:00,Marquette,USA,6-7,230,12,Forward,Active,2011,2023
348,1970-12-15 0:00,UCLA,USA,6-5,210,9,Guard,Inactive,1993,2003
2446,1979-05-23 0:00,La Salle,USA,6-7,215,14,Forward,Inactive,2002,2015
202779,1989-03-06 0:00,Marquette,USA,6-3,190,3,Guard,Inactive,2013,2017
201182,1984-04-25 0:00,Vanderbilt,USA,6-7,220,2,Guard-Forward,Inactive,2011,2011
101115,1987-10-27 0:00,St. Joseph HS (NJ),USA,7-0,285,8,Center,Inactive,2005,2013
101198,1983-01-04 0:00,Georgia Tech,USA,6-0,185,9,Guard,Inactive,2005,2014
76321,1956-04-30 0:00,Syracuse,USA,6-7,215,4,Forward,Inactive,1978,1982
76322,1923-02-19 0:00,Seton Hall,USA,6-3,175,5,Guard,Inactive,1946,1950
76323,1922-06-18 0:00,Long Island-Brooklyn,USA,6-1,170,1,Forward,Inactive,1946,1946
2560,1981-05-21 0:00,Buducnost,Serbia,6-11,230,4,Forward-Center,Inactive,2003,2006
76324,1935-07-29 0:00,Bradley,USA,6-7,175,6,Forward,Inactive,1958,1963
203998,1995-09-21 0:00,Pinheiros,Brazil,6-9,218,8,Forward,Inactive,2014,2020
1629719,1996-10-08 0:00,UNC-Wilmington,USA,6-7,240,4,Forward,Inactive,2019,2021
679,1973-06-12 0:00,Alabama,USA,6-8,256,9,Forward,Inactive,1995,2002
262,1962-01-28 0:00,San Diego State,USA,6-9,224,15,Center,Inactive,1984,1999
1631288,1999-03-20 0:00,Oakland,USA,6-6,191,1,Forward,Active,2022,2023
76326,1925-02-04 0:00,St. John's (NY),USA,6-1,175,2,Guard,Inactive,1950,1951
201979,1989-02-07 0:00,Florida,USA,6-6,213,2,Guard,Inactive,2013,2014
101181,1981-09-28 0:00,Tau Ceramica,Spain,6-3,200,15,Guard,Inactive,2005,2018
76328,1943-01-28 0:00,Georgia Tech,USA,6-10,240,1,Center,Inactive,1967,1967
76329,1941-11-01 0:00,Arizona State,USA,6-5,195,6,Forward,Inactive,1964,1969
203484,1993-02-18 0:00,Georgia,USA,6-5,204,10,Guard,Active,2013,2023
76331,1927-11-04 0:00,CC of San Francisco,USA,6-3,180,7,Forward,Inactive,1948,1954
76330,1950-11-01 0:00,Pennsylvania,USA,6-7,210,8,Forward,Inactive,1972,1979
76332,1969-11-18 0:00,Michigan,USA,6-1,165,1,Guard,Inactive,1991,1991
76333,1921-06-02 0:00,Rockhurst,USA,6-1,180,1,Guard,Inactive,1946,1946
76334,1966-10-12 0:00,Kansas,USA,6-6,180,1,Guard,Inactive,1990,1990
76336,1947-07-27 0:00,Southern California,USA,6-0,165,4,Guard,Inactive,1976,1980
948,1974-03-22 0:00,Massachusetts,USA,6-11,240,18,Center-Forward,Inactive,1996,2012
1630267,1991-03-23 0:00,NULL,Argentina,5-10,195,3,Guard,Inactive,2020,2022
922,1968-07-23 0:00,Clemson,USA,7-0,279,16,Center-Forward,Inactive,1990,2004
76338,1962-05-07 0:00,Ohio State,USA,6-7,215,11,Forward,Inactive,1984,1994
203477,1991-05-21 0:00,Murray State,USA,6-0,200,6,Guard,Inactive,2013,2018
1628427,1997-04-10 0:00,San Pablo Burgos,Slovenia,6-8,236,4,Forward,Active,2019,2023
1629962,1996-05-21 0:00,Princeton,USA,6-2,183,3,Guard,Inactive,2020,2021
76339,1947-04-12 0:00,La Salle,USA,6-4,195,1,Guard,Inactive,1973,1973
203991,1994-05-18 0:00,Elan Chalon,Switzerland,6-10,256,9,Center,Active,2014,2023
202382,1988-05-04 0:00,Texas-El Paso,USA,6-9,275,2,Forward,Inactive,2010,2010
2073,1977-05-02 0:00,Purdue,USA,6-8,240,13,Forward,Inactive,2000,2011
1630176,2001-02-25 0:00,Duke,USA,6-10,270,3,Center,Active,2020,2023
